dom ; request ; size ; historical ; collinearity
246.0 ; 14.0 ; 902.87890625 ; 80.66 ; 65.78
405.0 ; 32.0 ; 561.1484375 ; 72.93 ; 52.69
520.0 ; 12.0 ; 491.4521484375 ; 71.85 ; 61.73
1523.0 ; 74.0 ; 9912.1298828125 ; 25.36 ; 66.17
1963.0 ; 86.0 ; 1370.2412109375 ; 28.09 ; 55.36
219.0 ; 8.0 ; 106.578125 ; 86.60 ; 66.32
665.0 ; 167.0 ; 1654.775390625 ; 35.51 ; 55.01
412.0 ; 28.0 ; 1119.5888671875 ; 70.39 ; 65.38
443.0 ; 28.0 ; 184.466796875 ; 73.99 ; 62.81
29.0 ; 4.0 ; 1634.94140625 ; 87.43 ; 74.47
1573.0 ; 559.0 ; 1427.1904296875 ; 16.64 ; 38.02
1934.0 ; 114.0 ; 2123.0146484375 ; 20.82 ; 45.73
1125.0 ; 118.0 ; 401.8251953125 ; 35.35 ; 60.94
1308.0 ; 152.0 ; 5065.8125 ; 17.40 ; 65.53
562.0 ; 55.0 ; 3140.0625 ; 52.20 ; 65.68
626.0 ; 351.0 ; 2324.5888671875 ; 31.19 ; 59.11
366.0 ; 41.0 ; 200.9873046875 ; 74.61 ; 65.88
798.0 ; 285.0 ; 2219.7724609375 ; 26.05 ; 58.96
1102.0 ; 26.0 ; 106.8681640625 ; 55.47 ; 72.89
1186.0 ; 361.0 ; 1914.1708984375 ; 18.97 ; 51.26
180.0 ; 10.0 ; 17.91796875 ; 88.17 ; 67.95
955.0 ; 63.0 ; 1308.3056640625 ; 43.85 ; 54.57
1334.0 ; 210.0 ; 3782.91796875 ; 15.04 ; 66.77
931.0 ; 79.0 ; 454.33203125 ; 45.35 ; 54.27
204.0 ; 7.0 ; 177.7734375 ; 86.85 ; 43.65
2138.0 ; 38.0 ; 1366.6552734375 ; 38.30 ; 55.11
54.0 ; 4.0 ; 153.7421875 ; 93.25 ; 65.38
930.0 ; 56.0 ; 2873.376953125 ; 41.27 ; 65.78
69.0 ; 16.0 ; 802.29296875 ; 86.94 ; 71.31
586.0 ; 154.0 ; 1336.0869140625 ; 40.65 ; 59.70
159.0 ; 15.0 ; 653.6171875 ; 84.88 ; 68.30
722.0 ; 12.0 ; 116.341796875 ; 66.53 ; 65.98
1158.0 ; 297.0 ; 2614.4990234375 ; 17.58 ; 59.70
2112.0 ; 658.0 ; 2454.404296875 ; 10.38 ; 45.14
914.0 ; 226.0 ; 2886.7255859375 ; 22.83 ; 61.09
1806.0 ; 300.0 ; 178.1708984375 ; 21.48 ; 63.46
379.0 ; 43.0 ; 1163.73828125 ; 68.55 ; 68.79
1084.0 ; 61.0 ; 734.9931640625 ; 44.79 ; 50.67
1082.0 ; 73.0 ; 856.474609375 ; 41.39 ; 65.14
311.0 ; 66.0 ; 1549.3720703125 ; 64.16 ; 69.93
3438.0 ; 130.0 ; 1524.2138671875 ; 18.85 ; 57.04
1198.0 ; 272.0 ; 2935.359375 ; 16.53 ; 56.79
1723.0 ; 446.0 ; 6866.5615234375 ; 8.36 ; 61.93
34.0 ; 6.0 ; 71.8642578125 ; 94.77 ; 58.07
1517.0 ; 215.0 ; 8578.55859375 ; 11.02 ; 65.68
1134.0 ; 61.0 ; 3471.341796875 ; 35.33 ; 65.78
773.0 ; 174.0 ; 1440.2763671875 ; 32.63 ; 53.43
46.0 ; 4.0 ; 351.9423828125 ; 92.97 ; 69.58
679.0 ; 110.0 ; 1712.5712890625 ; 40.58 ; 59.90
925.0 ; 67.0 ; 883.5732421875 ; 45.74 ; 41.23
93.0 ; 21.0 ; 246.021484375 ; 87.98 ; 63.70
1085.0 ; 216.0 ; 5523.8056640625 ; 17.08 ; 69.93
492.0 ; 43.0 ; 1154.275390625 ; 63.83 ; 63.95
3284.0 ; 84.0 ; 2804.6904296875 ; 22.21 ; 58.32
239.0 ; 2.0 ; 167.794921875 ; 86.33 ; 60.40
3204.0 ; 381.0 ; 17860.306640625 ; 4.91 ; 65.68
1326.0 ; 209.0 ; 3797.9638671875 ; 15.14 ; 66.77
332.0 ; 36.0 ; 315.9482421875 ; 76.52 ; 50.81
856.0 ; 189.0 ; 166.1796875 ; 36.19 ; 60.89
1080.0 ; 304.0 ; 2907.798828125 ; 18.20 ; 63.26
1143.0 ; 23.0 ; 836.005859375 ; 51.51 ; 58.37
2047.0 ; 172.0 ; 1802.419921875 ; 15.94 ; 39.60
535.0 ; 42.0 ; 2489.3408203125 ; 57.53 ; 70.17
752.0 ; 58.0 ; 1635.822265625 ; 48.78 ; 71.36
110.0 ; 27.0 ; 42.314453125 ; 87.52 ; 53.93
97.0 ; 27.0 ; 155.244140625 ; 87.26 ; 51.16
591.0 ; 71.0 ; 988.8837890625 ; 54.15 ; 60.10
1011.0 ; 162.0 ; 2115.0478515625 ; 25.28 ; 55.01
868.0 ; 64.0 ; 402.4697265625 ; 50.41 ; 64.44
448.0 ; 32.0 ; 8879.4658203125 ; 59.05 ; 75.41
1514.0 ; 45.0 ; 242.634765625 ; 45.92 ; 65.98
1220.0 ; 239.0 ; 1939.1328125 ; 19.32 ; 64.79
169.0 ; 13.0 ; 583.978515625 ; 85.19 ; 65.78
2376.0 ; 54.0 ; 293.794921875 ; 39.32 ; 69.68
2550.0 ; 23.0 ; 454.923828125 ; 44.63 ; 63.06
1485.0 ; 381.0 ; 2428.703125 ; 14.03 ; 62.62
3004.0 ; 674.0 ; 2364.0966796875 ; 9.25 ; 51.36
347.0 ; 84.0 ; 429.2470703125 ; 64.47 ; 48.44
559.0 ; 124.0 ; 3507.625 ; 38.99 ; 65.48
468.0 ; 114.0 ; 3117.806640625 ; 44.53 ; 68.49
1605.0 ; 508.0 ; 3419.3828125 ; 11.31 ; 59.56
500.0 ; 113.0 ; 3107.5791015625 ; 43.36 ; 65.48
533.0 ; 108.0 ; 5737.7421875 ; 40.47 ; 70.17
576.0 ; 98.0 ; 1435.666015625 ; 47.25 ; 59.90
2234.0 ; 174.0 ; 1462.06640625 ; 16.49 ; 45.53
64.0 ; 1.0 ; 6.2216796875 ; 94.29 ; 73.19
23.0 ; 4.0 ; 3.2783203125 ; 96.01 ; 69.68
33.0 ; 7.0 ; 148.03515625 ; 94.25 ; 66.47
241.0 ; 20.0 ; 625.3095703125 ; 81.40 ; 62.17
770.0 ; 119.0 ; 9838.525390625 ; 30.10 ; 71.31
989.0 ; 22.0 ; 2163.9990234375 ; 48.83 ; 54.77
3463.0 ; 593.0 ; 512.5048828125 ; 17.18 ; 69.68
1023.0 ; 255.0 ; 1017.412109375 ; 26.20 ; 46.77
208.0 ; 20.0 ; 484.7998046875 ; 83.32 ; 76.40
667.0 ; 196.0 ; 3702.583984375 ; 29.51 ; 67.06
886.0 ; 267.0 ; 9532.7744140625 ; 19.29 ; 71.31
2588.0 ; 172.0 ; 2684.751953125 ; 11.95 ; 40.69
973.0 ; 97.0 ; 985.73046875 ; 38.12 ; 45.63
139.0 ; 9.0 ; 10.4541015625 ; 89.65 ; 68.89
796.0 ; 68.0 ; 1020.681640625 ; 48.02 ; 62.37
875.0 ; 197.0 ; 1912.642578125 ; 27.01 ; 58.91
657.0 ; 72.0 ; 10297.515625 ; 41.84 ; 76.20
134.0 ; 37.0 ; 1901.1806640625 ; 75.87 ; 77.38
658.0 ; 56.0 ; 233.701171875 ; 59.31 ; 66.02
531.0 ; 48.0 ; 273.0478515625 ; 65.71 ; 61.04
650.0 ; 92.0 ; 1070.32421875 ; 47.38 ; 60.40
9.0 ; 2.0 ; 171.4951171875 ; 96.06 ; 79.65
509.0 ; 45.0 ; 2113.728515625 ; 58.86 ; 68.30
494.0 ; 38.0 ; 691.7890625 ; 67.27 ; 55.75
2383.0 ; 60.0 ; 358.494140625 ; 37.53 ; 65.98
1039.0 ; 305.0 ; 3144.0244140625 ; 18.62 ; 62.22
155.0 ; 3.0 ; 247.4404296875 ; 88.67 ; 67.46
187.0 ; 51.0 ; 6257.2568359375 ; 65.81 ; 77.63
382.0 ; 33.0 ; 563.79296875 ; 73.71 ; 60.64
125.0 ; 20.0 ; 507.177734375 ; 85.86 ; 68.30
1289.0 ; 286.0 ; 2965.3193359375 ; 15.09 ; 59.26
395.0 ; 168.0 ; 613.765625 ; 51.18 ; 40.30
81.0 ; 5.0 ; 97.232421875 ; 91.38 ; 50.86
658.0 ; 36.0 ; 934.912109375 ; 60.17 ; 55.75
555.0 ; 109.0 ; 2283.0732421875 ; 43.40 ; 61.93
785.0 ; 55.0 ; 238.1455078125 ; 55.57 ; 73.09
795.0 ; 55.0 ; 3557.1708984375 ; 43.90 ; 70.17
535.0 ; 8.0 ; 583.6982421875 ; 71.25 ; 41.93
320.0 ; 91.0 ; 1000.001953125 ; 61.17 ; 64.49
705.0 ; 59.0 ; 4729.033203125 ; 44.59 ; 66.17
129.0 ; 4.0 ; 493.935546875 ; 88.06 ; 65.58
890.0 ; 69.0 ; 2421.9609375 ; 40.08 ; 65.19
1028.0 ; 124.0 ; 5085.4599609375 ; 24.43 ; 70.86
53.0 ; 3.0 ; 278.3798828125 ; 92.87 ; 65.68
438.0 ; 154.0 ; 628.775390625 ; 50.29 ; 49.68
300.0 ; 192.0 ; 660.353515625 ; 53.71 ; 54.96
549.0 ; 64.0 ; 10956.6298828125 ; 47.63 ; 75.41
2849.0 ; 277.0 ; 15631.65625 ; 5.06 ; 65.68
4458.0 ; 69.0 ; 1281.169921875 ; 30.16 ; 60.89
1789.0 ; 1.0 ; 182.2060546875 ; 52.41 ; 70.52
728.0 ; 223.0 ; 1713.7841796875 ; 30.99 ; 58.62
181.0 ; 7.0 ; 1106.8583984375 ; 82.75 ; 65.68
604.0 ; 19.0 ; 2287.1708984375 ; 59.76 ; 65.58
1386.0 ; 75.0 ; 2106.5615234375 ; 31.56 ; 58.42
397.0 ; 16.0 ; 1653.46875 ; 70.66 ; 70.17
265.0 ; 38.0 ; 695.5458984375 ; 76.76 ; 59.21
214.0 ; 59.0 ; 492.2412109375 ; 74.86 ; 54.32
1105.0 ; 112.0 ; 1918.5654296875 ; 29.28 ; 56.00
52.0 ; 2.0 ; 838.1328125 ; 90.09 ; 76.20
51.0 ; 7.0 ; 4486.9384765625 ; 80.45 ; 74.47
314.0 ; 35.0 ; 329.2578125 ; 77.41 ; 37.58
743.0 ; 91.0 ; 143.806640625 ; 49.40 ; 66.27
1894.0 ; 362.0 ; 570.375 ; 19.13 ; 59.41
1218.0 ; 172.0 ; 13816.44921875 ; 16.01 ; 71.31
447.0 ; 17.0 ; 3122.396484375 ; 64.66 ; 66.17
538.0 ; 48.0 ; 1850.7451171875 ; 57.80 ; 68.79
3357.0 ; 522.0 ; 16785.09375 ; 4.85 ; 70.86
1317.0 ; 12.0 ; 616.27734375 ; 52.07 ; 61.83
399.0 ; 38.0 ; 339.73828125 ; 73.16 ; 46.07
222.0 ; 4.0 ; 18.041015625 ; 87.52 ; 74.32
169.0 ; 6.0 ; 27.8017578125 ; 89.00 ; 65.98
503.0 ; 117.0 ; 518.2021484375 ; 52.02 ; 46.12
370.0 ; 2.0 ; 427.56640625 ; 79.76 ; 40.69
3306.0 ; 17.0 ; 579.12109375 ; 44.95 ; 63.06
576.0 ; 108.0 ; 179.833984375 ; 52.11 ; 59.41
263.0 ; 15.0 ; 238.36328125 ; 83.40 ; 41.88
10879.0 ; 647.0 ; 3640.173828125 ; 7.03 ; 63.26
468.0 ; 15.0 ; 673.8857421875 ; 72.61 ; 58.47
2074.0 ; 78.0 ; 1347.9697265625 ; 29.46 ; 60.99
588.0 ; 145.0 ; 1770.6044921875 ; 39.49 ; 61.09
4008.0 ; 513.0 ; 22134.265625 ; 4.83 ; 65.68
527.0 ; 46.0 ; 1290.90625 ; 61.01 ; 62.86
1910.0 ; 405.0 ; 8170.27734375 ; 7.04 ; 66.47
835.0 ; 156.0 ; 2734.07421875 ; 28.18 ; 64.49
2299.0 ; 4.0 ; 504.5341796875 ; 47.77 ; 66.91
547.0 ; 67.0 ; 1106.9423828125 ; 56.13 ; 54.02
943.0 ; 76.0 ; 8398.0107421875 ; 33.06 ; 70.57
200.0 ; 22.0 ; 188.2109375 ; 84.74 ; 46.07
36.0 ; 3.0 ; 205.5859375 ; 94.34 ; 65.68
389.0 ; 7.0 ; 484.572265625 ; 78.02 ; 52.00
538.0 ; 127.0 ; 2855.537109375 ; 40.37 ; 69.93
754.0 ; 19.0 ; 363.4580078125 ; 63.25 ; 66.32
901.0 ; 221.0 ; 5107.5771484375 ; 20.98 ; 67.06
2292.0 ; 235.0 ; 3545.94921875 ; 9.04 ; 55.46
40.0 ; 9.0 ; 3.642578125 ; 94.47 ; 69.09
895.0 ; 20.0 ; 1072.3486328125 ; 55.58 ; 39.21
362.0 ; 131.0 ; 950.603515625 ; 53.84 ; 58.96
701.0 ; 62.0 ; 727.283203125 ; 53.86 ; 39.11
255.0 ; 49.0 ; 610.7685546875 ; 75.11 ; 59.90
36.0 ; 3.0 ; 205.5859375 ; 94.34 ; 65.68
1470.0 ; 74.0 ; 9760.154296875 ; 25.75 ; 66.17
1085.0 ; 148.0 ; 1320.8798828125 ; 27.87 ; 50.81
891.0 ; 33.0 ; 642.4609375 ; 55.66 ; 55.31
1025.0 ; 24.0 ; 205.791015625 ; 56.72 ; 66.91
1406.0 ; 285.0 ; 3922.931640625 ; 12.52 ; 66.96
953.0 ; 125.0 ; 1346.3505859375 ; 32.70 ; 49.78
277.0 ; 91.0 ; 1657.423828125 ; 59.85 ; 65.83
341.0 ; 41.0 ; 511.6533203125 ; 74.08 ; 55.46
903.0 ; 11.0 ; 355.3779296875 ; 60.58 ; 60.00
479.0 ; 40.0 ; 729.794921875 ; 67.26 ; 55.46
273.0 ; 43.0 ; 1437.330078125 ; 71.61 ; 65.68
66.0 ; 15.0 ; 149.716796875 ; 90.78 ; 54.72
2083.0 ; 435.0 ; 4621.45703125 ; 7.74 ; 62.77
417.0 ; 120.0 ; 4937.427734375 ; 44.09 ; 71.31
154.0 ; 5.0 ; 258.0810546875 ; 88.39 ; 62.02
1775.0 ; 53.0 ; 2734.5498046875 ; 32.01 ; 63.70
3000.0 ; 755.0 ; 704.689453125 ; 16.05 ; 59.56
2703.0 ; 38.0 ; 259.376953125 ; 42.79 ; 73.19
296.0 ; 16.0 ; 26.3779296875 ; 83.10 ; 68.74
1730.0 ; 233.0 ; 9961.8798828125 ; 9.06 ; 65.68
74.0 ; 12.0 ; 712.9501953125 ; 87.53 ; 70.17
765.0 ; 58.0 ; 832.6611328125 ; 52.26 ; 52.59
658.0 ; 78.0 ; 714.5986328125 ; 51.78 ; 58.22
4042.0 ; 28.0 ; 4788.970703125 ; 32.35 ; 39.21
223.0 ; 68.0 ; 279.4482421875 ; 73.51 ; 45.63
1214.0 ; 490.0 ; 2103.296875 ; 17.88 ; 59.21
137.0 ; 7.0 ; 102.66015625 ; 89.43 ; 47.56
514.0 ; 62.0 ; 20185.9375 ; 49.47 ; 77.63
122.0 ; 20.0 ; 1619.41796875 ; 80.39 ; 77.38
900.0 ; 208.0 ; 1086.9287109375 ; 29.49 ; 43.16
506.0 ; 28.0 ; 633.5751953125 ; 69.04 ; 58.77
39.0 ; 3.0 ; 21.28125 ; 95.18 ; 51.31
2164.0 ; 571.0 ; 7846.0048828125 ; 6.09 ; 60.59
841.0 ; 31.0 ; 514.546875 ; 57.92 ; 56.05
1108.0 ; 56.0 ; 597.126953125 ; 46.36 ; 50.07
145.0 ; 9.0 ; 171.8857421875 ; 88.56 ; 50.86
856.0 ; 222.0 ; 8406.3212890625 ; 20.99 ; 71.31
1291.0 ; 307.0 ; 6296.0625 ; 12.43 ; 69.23
600.0 ; 142.0 ; 1329.921875 ; 41.15 ; 58.91
3477.0 ; 293.0 ; 5982.3388671875 ; 5.64 ; 53.93
110.0 ; 20.0 ; 123.4345703125 ; 88.25 ; 34.67
689.0 ; 132.0 ; 53.421875 ; 45.70 ; 65.23
716.0 ; 23.0 ; 477.8251953125 ; 63.18 ; 62.02
1052.0 ; 231.0 ; 2846.2861328125 ; 19.94 ; 66.96
149.0 ; 17.0 ; 1804.0966796875 ; 79.39 ; 71.31
513.0 ; 44.0 ; 1390.2685546875 ; 61.61 ; 65.19
361.0 ; 93.0 ; 780.755859375 ; 60.26 ; 58.91
452.0 ; 25.0 ; 277.4267578125 ; 73.72 ; 55.46
864.0 ; 147.0 ; 3825.044921875 ; 26.54 ; 66.47
703.0 ; 76.0 ; 887.228515625 ; 49.77 ; 52.10
562.0 ; 178.0 ; 1583.1396484375 ; 38.94 ; 63.70
1349.0 ; 84.0 ; 3583.4482421875 ; 27.29 ; 62.17
653.0 ; 195.0 ; 1625.2490234375 ; 34.65 ; 61.73
2480.0 ; 603.0 ; 2259.126953125 ; 9.55 ; 60.69
352.0 ; 69.0 ; 6027.103515625 ; 55.29 ; 79.65
2593.0 ; 109.0 ; 2630.466796875 ; 18.27 ; 42.02
1549.0 ; 39.0 ; 1787.203125 ; 39.46 ; 43.36
49.0 ; 15.0 ; 6199.3603515625 ; 78.74 ; 74.47
1405.0 ; 137.0 ; 11514.5966796875 ; 16.58 ; 70.77
1527.0 ; 122.0 ; 1713.4833984375 ; 23.63 ; 53.73
66.0 ; 14.0 ; 1774.56640625 ; 82.97 ; 77.63
1290.0 ; 153.0 ; 1258.337890625 ; 24.84 ; 52.54
2444.0 ; 188.0 ; 2437.9013671875 ; 11.85 ; 44.30
544.0 ; 143.0 ; 3669.5673828125 ; 37.33 ; 69.33
790.0 ; 63.0 ; 598.3291015625 ; 51.66 ; 63.01
66.0 ; 7.0 ; 1527.0634765625 ; 84.83 ; 75.41
833.0 ; 149.0 ; 4667.8623046875 ; 26.46 ; 64.74
1920.0 ; 344.0 ; 16365.3212890625 ; 7.00 ; 70.77
550.0 ; 203.0 ; 1012.6416015625 ; 40.89 ; 56.54
480.0 ; 80.0 ; 1062.3291015625 ; 56.28 ; 60.44
482.0 ; 80.0 ; 10663.02734375 ; 46.83 ; 75.41
958.0 ; 33.0 ; 18509.67578125 ; 42.47 ; 76.20
348.0 ; 71.0 ; 1893.251953125 ; 60.16 ; 64.74
244.0 ; 43.0 ; 314.1875 ; 78.53 ; 46.32
589.0 ; 71.0 ; 4981.2294921875 ; 45.60 ; 70.81
6679.0 ; 383.0 ; 3438.6806640625 ; 7.40 ; 51.31
352.0 ; 69.0 ; 6027.103515625 ; 55.29 ; 79.65
648.0 ; 180.0 ; 1079.8828125 ; 38.04 ; 59.41
315.0 ; 39.0 ; 1498.3359375 ; 70.54 ; 70.17
895.0 ; 318.0 ; 3126.259765625 ; 21.69 ; 65.73
1373.0 ; 337.0 ; 1596.412109375 ; 17.83 ; 52.94
212.0 ; 5.0 ; 41.8115234375 ; 87.59 ; 67.80
1743.0 ; 112.0 ; 1312.4755859375 ; 25.07 ; 63.01
445.0 ; 119.0 ; 2039.0224609375 ; 47.21 ; 69.23
682.0 ; 197.0 ; 1896.4814453125 ; 32.57 ; 66.96
255.0 ; 7.0 ; 771.166015625 ; 81.91 ; 65.78
1560.0 ; 159.0 ; 1659.01171875 ; 20.02 ; 49.38
1237.0 ; 264.0 ; 5306.0888671875 ; 13.77 ; 66.47
119.0 ; 3.0 ; 113.9833984375 ; 90.41 ; 54.32
4151.0 ; 24.0 ; 1216.5322265625 ; 40.41 ; 60.89
1502.0 ; 129.0 ; 837.3212890625 ; 27.02 ; 55.95
1161.0 ; 323.0 ; 2675.4287109375 ; 17.39 ; 62.22
101.0 ; 7.0 ; 294.3896484375 ; 89.54 ; 65.38
909.0 ; 178.0 ; 3799.4208984375 ; 23.46 ; 66.47
1813.0 ; 345.0 ; 3113.7958984375 ; 10.38 ; 63.80
859.0 ; 281.0 ; 1669.916015625 ; 26.21 ; 70.37
605.0 ; 91.0 ; 3722.3388671875 ; 41.98 ; 65.48
1616.0 ; 102.0 ; 1427.3349609375 ; 26.95 ; 39.60
409.0 ; 9.0 ; 598.642578125 ; 76.29 ; 56.30
251.0 ; 22.0 ; 1389.888671875 ; 76.74 ; 65.68
940.0 ; 108.0 ; 1332.818359375 ; 35.33 ; 49.78
2455.0 ; 451.0 ; 1540.4970703125 ; 12.13 ; 47.01
216.0 ; 64.0 ; 536.369140625 ; 73.36 ; 61.73
1677.0 ; 142.0 ; 2033.146484375 ; 19.24 ; 63.26
172.0 ; 23.0 ; 66.9404296875 ; 86.19 ; 58.81
690.0 ; 143.0 ; 1019.330078125 ; 39.47 ; 55.56
271.0 ; 63.0 ; 1098.447265625 ; 68.54 ; 61.93
245.0 ; 16.0 ; 149.08203125 ; 84.35 ; 55.46
59.0 ; 16.0 ; 517.03125 ; 89.39 ; 70.77
277.0 ; 91.0 ; 345.56640625 ; 66.42 ; 51.85
295.0 ; 12.0 ; 572.02734375 ; 80.83 ; 58.02
1359.0 ; 297.0 ; 2625.2294921875 ; 14.95 ; 53.43
991.0 ; 149.0 ; 1352.724609375 ; 29.47 ; 45.78
717.0 ; 113.0 ; 997.1650390625 ; 42.22 ; 48.89
250.0 ; 16.0 ; 81.033203125 ; 84.55 ; 62.67
1073.0 ; 258.0 ; 12284.341796875 ; 15.55 ; 71.31
1487.0 ; 15.0 ; 652.90625 ; 49.69 ; 55.06
736.0 ; 228.0 ; 3365.0693359375 ; 26.76 ; 68.10
2117.0 ; 658.0 ; 2453.380859375 ; 10.36 ; 45.14
1336.0 ; 278.0 ; 577.443359375 ; 23.42 ; 58.52
798.0 ; 127.0 ; 1301.5830078125 ; 36.47 ; 60.40
401.0 ; 121.0 ; 1060.1083984375 ; 52.87 ; 55.01
646.0 ; 26.0 ; 622.208984375 ; 64.19 ; 39.11
476.0 ; 60.0 ; 1109.681640625 ; 60.66 ; 77.83
1330.0 ; 209.0 ; 3786.87109375 ; 15.11 ; 66.77
794.0 ; 142.0 ; 6095.021484375 ; 27.47 ; 69.58
502.0 ; 122.0 ; 3168.46484375 ; 41.99 ; 67.06
6862.0 ; 5.0 ; 918.86328125 ; 44.70 ; 66.86
1369.0 ; 59.0 ; 4385.0546875 ; 31.81 ; 63.56
1339.0 ; 264.0 ; 2508.6796875 ; 15.80 ; 53.43
632.0 ; 195.0 ; 959.4619140625 ; 38.51 ; 48.15
761.0 ; 162.0 ; 2138.0673828125 ; 31.20 ; 66.96
753.0 ; 149.0 ; 3367.072265625 ; 29.91 ; 66.47
1640.0 ; 553.0 ; 354.16796875 ; 21.71 ; 64.15
409.0 ; 22.0 ; 538.1630859375 ; 74.69 ; 49.98
812.0 ; 262.0 ; 3884.111328125 ; 23.24 ; 70.62
484.0 ; 147.0 ; 1938.2568359375 ; 42.81 ; 62.72
14.0 ; 3.0 ; 4.98828125 ; 96.61 ; 62.91
603.0 ; 56.0 ; 1011.1845703125 ; 57.12 ; 55.80
291.0 ; 43.0 ; 29.8427734375 ; 78.20 ; 60.15
446.0 ; 2.0 ; 116.1064453125 ; 78.10 ; 60.89
1686.0 ; 584.0 ; 6129.7822265625 ; 8.80 ; 61.83
303.0 ; 12.0 ; 66.337890625 ; 83.13 ; 67.16
2182.0 ; 146.0 ; 2604.6865234375 ; 15.07 ; 50.86
463.0 ; 51.0 ; 1522.3046875 ; 61.43 ; 67.41
1402.0 ; 357.0 ; 24831.4140625 ; 10.54 ; 79.65
77.0 ; 4.0 ; 409.111328125 ; 90.05 ; 65.68
292.0 ; 79.0 ; 2444.2373046875 ; 59.24 ; 70.77
763.0 ; 139.0 ; 4403.2822265625 ; 29.51 ; 65.48
638.0 ; 31.0 ; 805.6982421875 ; 62.54 ; 58.77
1308.0 ; 66.0 ; 2858.921875 ; 32.67 ; 54.77
417.0 ; 121.0 ; 1218.0771484375 ; 51.39 ; 66.96
70.0 ; 27.0 ; 12428.5107421875 ; 74.23 ; 74.47
1140.0 ; 247.0 ; 1815.7333984375 ; 20.81 ; 61.73
1004.0 ; 147.0 ; 1005.3466796875 ; 31.07 ; 38.12
798.0 ; 216.0 ; 3082.5263671875 ; 25.67 ; 61.93
127.0 ; 13.0 ; 74.244140625 ; 89.12 ; 58.17
56.0 ; 2.0 ; 86.7392578125 ; 93.70 ; 63.70
1257.0 ; 397.0 ; 908.8515625 ; 22.38 ; 49.43
1029.0 ; 269.0 ; 475.2822265625 ; 28.71 ; 49.48
1566.0 ; 209.0 ; 1331.404296875 ; 18.83 ; 45.83
2037.0 ; 132.0 ; 2334.9091796875 ; 17.61 ; 45.88
199.0 ; 10.0 ; 38.3720703125 ; 87.41 ; 61.33
236.0 ; 22.0 ; 1403.06640625 ; 77.26 ; 65.68
996.0 ; 199.0 ; 2559.4501953125 ; 22.50 ; 63.75
591.0 ; 148.0 ; 819.9189453125 ; 43.52 ; 51.11
25.0 ; 8.0 ; 286.09375 ; 93.89 ; 70.17
2172.0 ; 126.0 ; 3775.0244140625 ; 15.40 ; 53.93
656.0 ; 237.0 ; 1376.658203125 ; 34.43 ; 61.53
242.0 ; 387.0 ; 693.1728515625 ; 53.44 ; 50.96
5296.0 ; 620.0 ; 3377.8544921875 ; 7.37 ; 49.48
2382.0 ; 36.0 ; 2493.9814453125 ; 34.05 ; 47.90
1655.0 ; 578.0 ; 8572.1787109375 ; 8.43 ; 70.62
1312.0 ; 132.0 ; 719.86328125 ; 29.31 ; 57.93
775.0 ; 40.0 ; 7254.7587890625 ; 45.89 ; 70.57
213.0 ; 23.0 ; 416.4853515625 ; 83.01 ; 61.14
1622.0 ; 448.0 ; 1563.599609375 ; 15.75 ; 46.32
3116.0 ; 725.0 ; 1917.1826171875 ; 10.50 ; 53.19
118.0 ; 23.0 ; 918.369140625 ; 83.33 ; 70.77
33.0 ; 1.0 ; 212.4140625 ; 95.42 ; 66.17
201.0 ; 57.0 ; 355.39453125 ; 76.49 ; 63.85
78.0 ; 7.0 ; 6.0595703125 ; 91.74 ; 70.32
1056.0 ; 53.0 ; 5049.36328125 ; 37.18 ; 69.33
909.0 ; 146.0 ; 3497.939453125 ; 25.94 ; 61.93
940.0 ; 25.0 ; 492.3203125 ; 56.81 ; 58.17
1248.0 ; 121.0 ; 2251.8955078125 ; 24.92 ; 56.00
748.0 ; 83.0 ; 1756.6181640625 ; 42.89 ; 77.83
390.0 ; 31.0 ; 2510.416015625 ; 65.77 ; 66.17
187.0 ; 44.0 ; 2646.4755859375 ; 70.70 ; 77.38
179.0 ; 12.0 ; 196.4150390625 ; 86.96 ; 57.73
715.0 ; 3.0 ; 252.9150390625 ; 67.23 ; 65.19
120.0 ; 27.0 ; 381.9853515625 ; 85.47 ; 61.93
2083.0 ; 144.0 ; 932.6748046875 ; 21.79 ; 66.12
2327.0 ; 28.0 ; 3723.458984375 ; 33.82 ; 67.46
689.0 ; 97.0 ; 718.814453125 ; 47.05 ; 38.02
6304.0 ; 1436.0 ; 3975.578125 ; 6.32 ; 57.73
308.0 ; 30.0 ; 910.869140625 ; 75.47 ; 65.38
1706.0 ; 425.0 ; 2561.5537109375 ; 12.10 ; 47.41
996.0 ; 90.0 ; 3664.359375 ; 31.38 ; 68.79
774.0 ; 180.0 ; 2482.8095703125 ; 28.91 ; 61.93
719.0 ; 309.0 ; 5771.982421875 ; 24.28 ; 72.15
1095.0 ; 56.0 ; 749.94921875 ; 45.73 ; 50.67
2107.0 ; 161.0 ; 2576.15625 ; 14.29 ; 63.26
619.0 ; 75.0 ; 2906.0458984375 ; 45.83 ; 70.17
519.0 ; 58.0 ; 906.912109375 ; 60.43 ; 56.00
786.0 ; 270.0 ; 2327.611328125 ; 26.35 ; 66.27
198.0 ; 17.0 ; 454.0048828125 ; 84.32 ; 74.02
2484.0 ; 256.0 ; 2184.125 ; 10.44 ; 43.51
382.0 ; 136.0 ; 1762.2607421875 ; 48.81 ; 70.62
3339.0 ; 24.0 ; 4421.021484375 ; 33.32 ; 55.46
222.0 ; 18.0 ; 990.6328125 ; 80.43 ; 70.17
