dom ; request ; size ; historical ; distance
85 ; 9 ; 26.67 ; 91.16 ; 99.97
1101 ; 121 ; 3251.62 ; 25.17 ; 54.04
390 ; 23 ; 720.93 ; 74.33 ; 97.38
413 ; 29 ; 625.19 ; 72.80 ; 97.81
142 ; 4 ; 55.13 ; 89.94 ; 99.91
801 ; 111 ; 2091.55 ; 35.49 ; 80.41
57 ; 9 ; 229.75 ; 91.97 ; 99.78
1082 ; 78 ; 1547.79 ; 37.00 ; 86.08
656 ; 85 ; 2688.14 ; 42.88 ; 70.15
263 ; 20 ; 359.62 ; 81.97 ; 99.23
130 ; 3 ; 21.55 ; 90.62 ; 99.93
133 ; 9 ; 137.95 ; 89.09 ; 99.86
472 ; 87 ; 3777.42 ; 47.90 ; 43.52
627 ; 53 ; 836.32 ; 57.92 ; 95.73
400 ; 9 ; 388.91 ; 77.80 ; 98.79
210 ; 12 ; 949.62 ; 81.94 ; 96.31
266 ; 42 ; 2495.36 ; 68.67 ; 75.46
465 ; 87 ; 3779.31 ; 48.20 ; 43.49
718 ; 51 ; 262.64 ; 58.41 ; 97.71
434 ; 19 ; 232.46 ; 75.70 ; 99.05
455 ; 85 ; 766.33 ; 57.86 ; 96.88
650 ; 28 ; 449.23 ; 64.61 ; 97.57
295 ; 38 ; 77.89 ; 78.84 ; 99.63
550 ; 28 ; 1340.16 ; 63.61 ; 91.82
493 ; 126 ; 2535.44 ; 43.00 ; 73.95
380 ; 87 ; 1740.52 ; 56.05 ; 87.61
665 ; 149 ; 1180.68 ; 38.93 ; 92.76
1230 ; 143 ; 3340.38 ; 20.60 ; 50.56
311 ; 41 ; 271.33 ; 76.56 ; 99.33
564 ; 31 ; 377.49 ; 67.57 ; 98.20
761 ; 100 ; 1053.55 ; 42.51 ; 93.38
891 ; 152 ; 4425.36 ; 24.99 ; 20.53
1215 ; 62 ; 1489.21 ; 38.74 ; 85.60
152 ; 54 ; 484.26 ; 78.16 ; 98.99
696 ; 17 ; 759.74 ; 63.27 ; 95.86
197 ; 29 ; 337.74 ; 82.88 ; 99.40
554 ; 23 ; 2206.41 ; 61.19 ; 79.84
458 ; 74 ; 622.23 ; 60.82 ; 97.65
964 ; 135 ; 2234.24 ; 28.14 ; 76.86
1059 ; 32 ; 1472.47 ; 48.11 ; 87.18
623 ; 27 ; 311.40 ; 66.47 ; 98.11
595 ; 60 ; 1448.77 ; 54.35 ; 90.43
336 ; 6 ; 49.12 ; 82.63 ; 99.55
874 ; 120 ; 3159.33 ; 30.10 ; 58.09
348 ; 17 ; 1206.39 ; 74.55 ; 93.86
142 ; 8 ; 143.99 ; 88.91 ; 99.84
771 ; 37 ; 102.43 ; 60.79 ; 97.64
659 ; 49 ; 2360.05 ; 51.63 ; 76.60
868 ; 94 ; 3594.61 ; 33.55 ; 46.70
481 ; 90 ; 3411.19 ; 47.38 ; 53.74
465 ; 35 ; 1301.31 ; 65.93 ; 92.56
464 ; 28 ; 525.52 ; 71.37 ; 98.08
325 ; 58 ; 1517.18 ; 65.61 ; 90.61
1096 ; 133 ; 1221.52 ; 29.62 ; 89.44
490 ; 33 ; 2813.74 ; 60.56 ; 68.22
1152 ; 95 ; 1751.68 ; 31.78 ; 82.84
338 ; 12 ; 342.81 ; 80.27 ; 99.10
839 ; 41 ; 2090.94 ; 48.82 ; 80.22
868 ; 37 ; 1760.19 ; 50.04 ; 84.99
859 ; 22 ; 705.52 ; 58.05 ; 95.18
251 ; 4 ; 85.38 ; 86.07 ; 99.73
1359 ; 96 ; 3419.48 ; 25.11 ; 47.22
1126 ; 82 ; 1406.28 ; 36.08 ; 87.33
431 ; 71 ; 1088.53 ; 60.09 ; 94.64
530 ; 41 ; 1003.53 ; 63.49 ; 94.98
569 ; 71 ; 2211.61 ; 50.07 ; 79.67
552 ; 96 ; 1016.99 ; 50.53 ; 94.75
844 ; 203 ; 3579.91 ; 24.04 ; 47.14
1362 ; 148 ; 2918.06 ; 19.27 ; 59.52
684 ; 55 ; 154.97 ; 59.04 ; 98.07
1137 ; 64 ; 2293.54 ; 36.76 ; 74.46
1015 ; 180 ; 3379.54 ; 21.59 ; 51.37
744 ; 60 ; 2782.70 ; 45.34 ; 67.67
311 ; 41 ; 271.63 ; 76.56 ; 99.33
256 ; 34 ; 1795.62 ; 72.75 ; 87.18
694 ; 45 ; 403.78 ; 59.88 ; 97.48
315 ; 48 ; 603.21 ; 73.02 ; 98.19
974 ; 86 ; 1013.83 ; 39.95 ; 92.27
305 ; 2 ; 127.24 ; 83.98 ; 99.57
400 ; 59 ; 345.60 ; 68.21 ; 98.90
268 ; 61 ; 1500.75 ; 67.25 ; 90.93
749 ; 88 ; 2188.21 ; 40.47 ; 79.13
272 ; 48 ; 1899.52 ; 68.67 ; 85.65
992 ; 123 ; 2061.48 ; 29.47 ; 79.55
843 ; 31 ; 794.48 ; 56.33 ; 94.77
831 ; 151 ; 891.73 ; 35.30 ; 94.12
358 ; 14 ; 328.38 ; 79.25 ; 99.08
145 ; 15 ; 14.45 ; 88.68 ; 99.92
231 ; 16 ; 342.86 ; 83.95 ; 99.33
514 ; 43 ; 1638.54 ; 60.75 ; 88.51
822 ; 135 ; 979.60 ; 36.55 ; 93.56
683 ; 28 ; 463.41 ; 63.41 ; 97.34
1112 ; 73 ; 832.02 ; 41.05 ; 92.47
603 ; 100 ; 2359.81 ; 42.77 ; 76.85
135 ; 3 ; 22.64 ; 90.47 ; 99.93
153 ; 5 ; 19.65 ; 89.69 ; 99.91
668 ; 24 ; 1001.26 ; 61.72 ; 94.35
1050 ; 179 ; 2928.85 ; 21.65 ; 62.17
698 ; 80 ; 948.00 ; 48.77 ; 94.58
1214 ; 154 ; 1946.75 ; 22.96 ; 79.40
381 ; 33 ; 914.02 ; 71.84 ; 96.18
1143 ; 115 ; 1254.88 ; 30.96 ; 88.73
680 ; 41 ; 883.14 ; 58.65 ; 95.15
236 ; 56 ; 595.90 ; 74.25 ; 98.39
762 ; 54 ; 756.88 ; 53.71 ; 95.50
234 ; 36 ; 254.12 ; 80.69 ; 99.53
580 ; 6 ; 275.39 ; 71.40 ; 98.39
55 ; 4 ; 43.32 ; 93.79 ; 99.98
474 ; 87 ; 3777.35 ; 47.82 ; 43.52
149 ; 38 ; 1353.99 ; 77.40 ; 92.77
465 ; 87 ; 3777.45 ; 48.20 ; 43.54
715 ; 201 ; 1104.76 ; 34.70 ; 93.10
98 ; 2 ; 76.64 ; 91.38 ; 99.94
496 ; 56 ; 302.33 ; 65.10 ; 98.67
506 ; 43 ; 1636.13 ; 61.08 ; 88.57
381 ; 10 ; 32.99 ; 80.32 ; 99.43
549 ; 36 ; 875.44 ; 64.47 ; 95.84
1131 ; 52 ; 434.90 ; 47.84 ; 94.27
60 ; 3 ; 142.78 ; 92.89 ; 99.91
1427 ; 131 ; 2203.04 ; 21.77 ; 73.10
910 ; 123 ; 2873.19 ; 29.31 ; 64.56
606 ; 101 ; 825.27 ; 48.67 ; 95.88
227 ; 12 ; 555.32 ; 83.51 ; 98.60
340 ; 18 ; 322.71 ; 79.40 ; 99.14
249 ; 14 ; 183.92 ; 84.33 ; 99.63
1133 ; 133 ; 2031.39 ; 25.84 ; 78.86
1057 ; 51 ; 713.77 ; 47.79 ; 93.65
708 ; 127 ; 1417.64 ; 38.62 ; 90.16
95 ; 9 ; 180.66 ; 90.01 ; 99.84
557 ; 189 ; 1724.78 ; 38.06 ; 87.06
166 ; 4 ; 30.81 ; 89.34 ; 99.89
1046 ; 121 ; 1751.09 ; 29.70 ; 83.74
210 ; 18 ; 208.72 ; 84.98 ; 99.66
644 ; 23 ; 1887.58 ; 58.86 ; 84.50
640 ; 36 ; 1939.72 ; 56.42 ; 83.74
240 ; 1 ; 101.09 ; 87.48 ; 99.74
1021 ; 70 ; 2259.96 ; 37.45 ; 76.03
741 ; 132 ; 1379.72 ; 37.17 ; 90.38
190 ; 45 ; 54.52 ; 81.27 ; 99.84
222 ; 20 ; 140.73 ; 84.57 ; 99.73
498 ; 13 ; 345.53 ; 73.39 ; 98.57
180 ; 24 ; 333.02 ; 84.39 ; 99.44
329 ; 4 ; 271.78 ; 82.02 ; 99.29
222 ; 41 ; 647.14 ; 78.00 ; 98.17
229 ; 36 ; 1352.02 ; 75.16 ; 92.67
128 ; 20 ; 267.53 ; 87.01 ; 99.66
893 ; 103 ; 1843.76 ; 35.11 ; 83.61
324 ; 22 ; 245.88 ; 79.77 ; 99.35
270 ; 96 ; 834.12 ; 63.14 ; 96.97
354 ; 23 ; 275.61 ; 78.21 ; 99.21
670 ; 86 ; 2711.46 ; 42.13 ; 69.58
1010 ; 57 ; 787.86 ; 46.87 ; 93.60
1026 ; 15 ; 1173.33 ; 53.11 ; 90.54
189 ; 8 ; 114.55 ; 87.56 ; 99.81
493 ; 9 ; 53.58 ; 75.61 ; 99.04
218 ; 11 ; 804.50 ; 82.58 ; 97.29
498 ; 38 ; 612.71 ; 67.54 ; 97.57
260 ; 13 ; 697.92 ; 81.36 ; 97.84
573 ; 56 ; 993.56 ; 58.35 ; 94.86
341 ; 12 ; 311.09 ; 80.30 ; 99.17
351 ; 87 ; 2393.52 ; 55.29 ; 77.17
261 ; 37 ; 163.69 ; 79.88 ; 99.62
662 ; 22 ; 67.78 ; 67.21 ; 98.27
554 ; 17 ; 514.79 ; 69.67 ; 97.77
613 ; 37 ; 249.89 ; 65.19 ; 98.29
915 ; 47 ; 471.52 ; 52.99 ; 95.86
950 ; 16 ; 1008.84 ; 55.28 ; 92.52
723 ; 77 ; 3305.47 ; 41.31 ; 55.38
709 ; 187 ; 901.79 ; 36.62 ; 94.74
473 ; 114 ; 1939.47 ; 47.01 ; 84.43
341 ; 16 ; 41.01 ; 81.14 ; 99.54
415 ; 48 ; 56.60 ; 71.67 ; 99.31
844 ; 170 ; 2192.81 ; 28.18 ; 78.38
705 ; 65 ; 1547.90 ; 48.96 ; 88.71
147 ; 4 ; 32.04 ; 89.92 ; 99.91
322 ; 72 ; 1165.97 ; 64.09 ; 94.28
826 ; 99 ; 1673.91 ; 38.05 ; 86.39
450 ; 109 ; 1815.50 ; 49.10 ; 86.33
854 ; 159 ; 691.07 ; 35.21 ; 95.20
311 ; 41 ; 271.92 ; 76.56 ; 99.33
261 ; 27 ; 201.42 ; 81.62 ; 99.57
894 ; 36 ; 880.90 ; 53.69 ; 93.86
148 ; 50 ; 322.83 ; 80.08 ; 99.50
1370 ; 96 ; 1490.83 ; 29.83 ; 84.00
331 ; 12 ; 2143.72 ; 72.34 ; 81.67
1113 ; 150 ; 2061.34 ; 24.46 ; 78.54
597 ; 71 ; 950.86 ; 54.12 ; 95.07
579 ; 32 ; 328.47 ; 67.07 ; 98.27
306 ; 3 ; 54.24 ; 84.23 ; 99.62
840 ; 183 ; 1522.93 ; 29.99 ; 88.09
1014 ; 18 ; 399.64 ; 56.97 ; 95.37
134 ; 24 ; 8.52 ; 87.54 ; 99.93
151 ; 34 ; 570.70 ; 82.24 ; 98.64
333 ; 119 ; 854.26 ; 57.07 ; 96.67
317 ; 19 ; 244.92 ; 80.57 ; 99.37
741 ; 12 ; 176.54 ; 65.62 ; 97.74
848 ; 73 ; 1593.52 ; 42.82 ; 87.29
722 ; 140 ; 1539.48 ; 36.29 ; 88.66
1496 ; 144 ; 1751.97 ; 21.31 ; 79.24
723 ; 28 ; 526.03 ; 61.81 ; 96.88
1097 ; 130 ; 1793.75 ; 27.48 ; 82.71
721 ; 184 ; 932.44 ; 36.21 ; 94.46
330 ; 52 ; 208.12 ; 73.48 ; 99.40
427 ; 49 ; 137.99 ; 70.45 ; 99.21
1020 ; 128 ; 1749.26 ; 29.32 ; 83.96
798 ; 178 ; 1596.78 ; 31.09 ; 87.46
756 ; 14 ; 491.50 ; 63.32 ; 96.83
1258 ; 134 ; 3782.67 ; 20.62 ; 38.03
1060 ; 51 ; 1439.92 ; 44.05 ; 87.54
687 ; 86 ; 1199.90 ; 46.59 ; 92.52
862 ; 73 ; 1396.35 ; 43.33 ; 89.49
1017 ; 52 ; 762.39 ; 48.06 ; 93.70
789 ; 54 ; 533.74 ; 54.18 ; 96.45
378 ; 69 ; 1793.17 ; 59.69 ; 86.90
507 ; 49 ; 2500.40 ; 56.99 ; 74.64
1188 ; 73 ; 2060.67 ; 34.56 ; 77.94
597 ; 100 ; 620.60 ; 50.29 ; 97.07
1031 ; 125 ; 468.88 ; 35.75 ; 94.94
60 ; 7 ; 127.59 ; 92.47 ; 99.92
402 ; 42 ; 449.32 ; 71.63 ; 98.58
920 ; 41 ; 709.63 ; 52.97 ; 94.73
661 ; 143 ; 2496.42 ; 34.95 ; 73.94
154 ; 15 ; 145.93 ; 87.65 ; 99.82
195 ; 61 ; 1164.13 ; 71.43 ; 94.56
389 ; 89 ; 1077.47 ; 58.24 ; 94.86
300 ; 32 ; 585.79 ; 77.21 ; 98.31
326 ; 96 ; 520.34 ; 62.61 ; 98.50
116 ; 5 ; 17.72 ; 90.80 ; 99.95
1026 ; 168 ; 1193.08 ; 28.16 ; 90.24
401 ; 25 ; 165.84 ; 76.41 ; 99.26
926 ; 38 ; 1929.62 ; 47.88 ; 82.15
46 ; 3 ; 60.46 ; 94.58 ; 99.98
796 ; 71 ; 3066.77 ; 40.79 ; 60.88
351 ; 74 ; 1397.46 ; 61.36 ; 91.89
756 ; 49 ; 342.36 ; 57.30 ; 97.31
88 ; 4 ; 118.22 ; 91.18 ; 99.92
507 ; 26 ; 85.71 ; 72.22 ; 98.97
636 ; 14 ; 129.18 ; 69.06 ; 98.36
692 ; 14 ; 663.42 ; 64.39 ; 96.42
912 ; 158 ; 4110.92 ; 24.29 ; 30.83
769 ; 47 ; 188.47 ; 58.16 ; 97.55
471 ; 44 ; 2433.96 ; 59.82 ; 76.05
457 ; 67 ; 1322.37 ; 58.76 ; 92.36
1248 ; 98 ; 1661.17 ; 30.16 ; 83.15
550 ; 49 ; 1688.26 ; 57.70 ; 87.71
736 ; 35 ; 1115.15 ; 56.91 ; 93.04
1019 ; 37 ; 2490.79 ; 44.61 ; 71.78
172 ; 36 ; 401.37 ; 82.05 ; 99.25
628 ; 67 ; 761.18 ; 54.96 ; 96.19
565 ; 69 ; 46.67 ; 60.58 ; 98.73
217 ; 33 ; 121.58 ; 82.53 ; 99.75
418 ; 17 ; 1357.72 ; 70.87 ; 92.14
134 ; 25 ; 55.72 ; 87.10 ; 99.92
522 ; 59 ; 1501.78 ; 57.18 ; 90.14
680 ; 69 ; 765.62 ; 52.65 ; 95.90
357 ; 48 ; 67.79 ; 74.06 ; 99.48
240 ; 30 ; 1767.29 ; 74.20 ; 87.61
330 ; 103 ; 753.15 ; 60.00 ; 97.32
708 ; 144 ; 3170.73 ; 32.08 ; 58.80
855 ; 66 ; 1647.14 ; 44.01 ; 86.57
208 ; 30 ; 2053.95 ; 74.36 ; 83.39
638 ; 67 ; 1823.47 ; 49.68 ; 85.44
90 ; 8 ; 4.57 ; 91.27 ; 99.97
1041 ; 181 ; 2473.73 ; 22.65 ; 71.81
1055 ; 43 ; 1077.72 ; 47.79 ; 91.13
271 ; 36 ; 1511.48 ; 72.86 ; 90.81
440 ; 10 ; 288.00 ; 76.48 ; 98.92
470 ; 78 ; 647.22 ; 59.34 ; 97.48
739 ; 11 ; 653.44 ; 63.34 ; 96.21
1338 ; 150 ; 4381.24 ; 17.66 ; 18.17
530 ; 31 ; 336.09 ; 69.09 ; 98.46
846 ; 33 ; 744.51 ; 56.16 ; 95.05
714 ; 146 ; 4282.68 ; 30.41 ; 26.49
139 ; 29 ; 333.27 ; 84.78 ; 99.49
381 ; 28 ; 229.21 ; 76.40 ; 99.23
644 ; 23 ; 1887.75 ; 58.86 ; 84.50
510 ; 34 ; 1170.29 ; 64.92 ; 93.65
484 ; 25 ; 873.36 ; 69.19 ; 96.11
286 ; 22 ; 321.96 ; 80.95 ; 99.28
566 ; 9 ; 1164.28 ; 66.84 ; 93.47
129 ; 27 ; 1554.96 ; 79.25 ; 90.51
659 ; 195 ; 1267.67 ; 36.00 ; 91.90
341 ; 60 ; 340.16 ; 70.48 ; 99.08
432 ; 95 ; 1031.86 ; 55.55 ; 95.09
263 ; 21 ; 1102.88 ; 77.83 ; 94.99
119 ; 19 ; 360.60 ; 86.98 ; 99.44
774 ; 36 ; 879.75 ; 56.82 ; 94.65
983 ; 115 ; 429.14 ; 38.20 ; 95.47
953 ; 88 ; 488.04 ; 42.84 ; 95.50
476 ; 49 ; 1211.03 ; 62.77 ; 93.40
808 ; 147 ; 1932.23 ; 31.63 ; 82.83
143 ; 13 ; 125.14 ; 88.35 ; 99.86
735 ; 170 ; 2780.38 ; 29.92 ; 67.67
367 ; 75 ; 1466.78 ; 60.17 ; 91.07
339 ; 27 ; 926.92 ; 74.65 ; 96.20
296 ; 79 ; 2032.24 ; 60.21 ; 83.55
318 ; 74 ; 1277.79 ; 63.28 ; 93.22
563 ; 39 ; 1473.63 ; 60.37 ; 90.30
371 ; 21 ; 1379.91 ; 72.10 ; 92.04
784 ; 165 ; 1673.48 ; 31.91 ; 86.59
343 ; 59 ; 1005.21 ; 67.06 ; 95.59
485 ; 102 ; 2475.09 ; 46.78 ; 75.18
201 ; 14 ; 16.33 ; 86.96 ; 99.84
204 ; 7 ; 206.75 ; 86.71 ; 99.67
455 ; 157 ; 1611.65 ; 44.49 ; 88.98
363 ; 70 ; 817.62 ; 64.61 ; 96.86
414 ; 43 ; 2607.35 ; 62.09 ; 72.84
339 ; 17 ; 227.86 ; 80.07 ; 99.35
359 ; 53 ; 431.60 ; 70.92 ; 98.76
144 ; 23 ; 685.60 ; 83.82 ; 98.09
143 ; 22 ; 472.28 ; 85.18 ; 99.05
344 ; 40 ; 2151.39 ; 66.81 ; 81.50
162 ; 7 ; 101.19 ; 88.68 ; 99.86
228 ; 55 ; 1681.09 ; 69.45 ; 88.78
777 ; 51 ; 477.00 ; 55.54 ; 96.75
230 ; 52 ; 457.81 ; 76.17 ; 98.97
1064 ; 13 ; 1381.70 ; 51.63 ; 88.15
89 ; 6 ; 16.33 ; 91.49 ; 99.97
1201 ; 42 ; 1333.21 ; 44.42 ; 87.45
102 ; 29 ; 964.63 ; 82.49 ; 96.33
654 ; 28 ; 402.14 ; 64.72 ; 97.70
191 ; 6 ; 284.72 ; 86.91 ; 99.54
253 ; 22 ; 1432.37 ; 76.47 ; 91.76
373 ; 25 ; 1183.58 ; 72.28 ; 94.00
68 ; 8 ; 272.13 ; 90.92 ; 99.69
638 ; 11 ; 598.62 ; 66.97 ; 97.02
888 ; 77 ; 3648.18 ; 36.37 ; 45.06
189 ; 15 ; 831.24 ; 82.90 ; 97.17
781 ; 65 ; 441.03 ; 52.28 ; 96.85
370 ; 68 ; 2955.53 ; 57.33 ; 65.42
1174 ; 173 ; 2173.47 ; 21.59 ; 76.11
880 ; 35 ; 1805.98 ; 50.01 ; 84.27
819 ; 57 ; 1833.26 ; 46.42 ; 84.28
1153 ; 98 ; 3786.05 ; 27.05 ; 38.95
577 ; 41 ; 2854.66 ; 55.39 ; 66.95
210 ; 21 ; 1126.12 ; 79.64 ; 94.89
1327 ; 96 ; 2415.08 ; 27.28 ; 70.38
132 ; 20 ; 215.92 ; 87.14 ; 99.75
164 ; 2 ; 42.73 ; 89.59 ; 99.89
356 ; 40 ; 819.73 ; 71.97 ; 96.88
261 ; 37 ; 807.97 ; 76.50 ; 97.19
135 ; 34 ; 540.84 ; 82.88 ; 98.79
93 ; 7 ; 292.45 ; 89.79 ; 99.63
650 ; 141 ; 942.61 ; 41.41 ; 94.82
898 ; 96 ; 2404.03 ; 34.53 ; 74.31
972 ; 29 ; 651.19 ; 54.54 ; 94.66
58 ; 8 ; 173.56 ; 92.28 ; 99.87
661 ; 94 ; 3269.83 ; 40.02 ; 56.62
258 ; 52 ; 664.57 ; 73.98 ; 98.01
137 ; 15 ; 591.89 ; 85.88 ; 98.56
112 ; 9 ; 150.48 ; 89.64 ; 99.86
721 ; 56 ; 650.87 ; 55.08 ; 96.31
675 ; 17 ; 151.66 ; 67.10 ; 98.13
192 ; 8 ; 243.84 ; 86.81 ; 99.62
817 ; 32 ; 207.99 ; 59.96 ; 97.23
875 ; 122 ; 937.38 ; 36.94 ; 93.54
410 ; 37 ; 2217.44 ; 64.48 ; 80.19
595 ; 30 ; 3226.85 ; 56.32 ; 58.06
326 ; 72 ; 417.90 ; 67.91 ; 98.89
1126 ; 68 ; 1820.35 ; 37.40 ; 82.14
652 ; 72 ; 732.37 ; 53.14 ; 96.23
493 ; 9 ; 2071.42 ; 66.13 ; 82.34
204 ; 38 ; 18.36 ; 82.55 ; 99.83
693 ; 22 ; 177.48 ; 65.58 ; 98.00
52 ; 6 ; 123.31 ; 93.33 ; 99.93
125 ; 18 ; 624.78 ; 85.56 ; 98.42
166 ; 34 ; 1442.46 ; 77.29 ; 91.78
269 ; 18 ; 1625.60 ; 75.71 ; 89.42
647 ; 29 ; 822.82 ; 62.50 ; 95.73
897 ; 165 ; 3269.98 ; 25.13 ; 55.11
805 ; 144 ; 3121.31 ; 29.29 ; 59.44
858 ; 79 ; 1892.89 ; 40.22 ; 83.15
241 ; 1 ; 101.38 ; 87.45 ; 99.73
356 ; 57 ; 2412.84 ; 61.65 ; 76.82
789 ; 33 ; 1091.88 ; 55.89 ; 92.93
587 ; 142 ; 1309.29 ; 41.73 ; 91.90
462 ; 27 ; 814.42 ; 70.06 ; 96.58
862 ; 102 ; 1439.43 ; 37.59 ; 88.99
320 ; 97 ; 1096.59 ; 59.60 ; 94.88
514 ; 67 ; 290.78 ; 61.80 ; 98.62
135 ; 33 ; 503.72 ; 83.27 ; 98.94
1157 ; 21 ; 457.36 ; 53.69 ; 93.97
827 ; 178 ; 1242.37 ; 31.85 ; 91.20
619 ; 28 ; 222.33 ; 66.85 ; 98.31
1299 ; 58 ; 1713.27 ; 37.76 ; 81.98
439 ; 28 ; 64.96 ; 74.81 ; 99.23
955 ; 113 ; 4178.47 ; 27.92 ; 28.39
777 ; 151 ; 2883.13 ; 29.85 ; 65.18
606 ; 16 ; 157.46 ; 69.67 ; 98.47
409 ; 12 ; 231.54 ; 77.81 ; 99.14
867 ; 67 ; 310.50 ; 50.19 ; 96.68
907 ; 175 ; 1074.29 ; 30.88 ; 92.18
179 ; 8 ; 272.92 ; 87.11 ; 99.58
70 ; 3 ; 17.57 ; 92.73 ; 99.98
561 ; 9 ; 284.05 ; 71.70 ; 98.46
1003 ; 46 ; 729.75 ; 49.95 ; 94.00
62 ; 2 ; 54.14 ; 93.35 ; 99.97
398 ; 46 ; 610.18 ; 69.97 ; 97.92
992 ; 186 ; 3158.99 ; 22.10 ; 57.16
601 ; 113 ; 840.02 ; 46.99 ; 95.79
355 ; 34 ; 1718.82 ; 69.04 ; 88.00
737 ; 48 ; 469.79 ; 57.47 ; 97.02
1090 ; 63 ; 934.19 ; 43.14 ; 91.96
884 ; 26 ; 380.57 ; 58.53 ; 96.39
957 ; 195 ; 1375.64 ; 27.32 ; 88.91
251 ; 1 ; 116.58 ; 86.97 ; 99.70
357 ; 10 ; 850.86 ; 76.99 ; 96.68
294 ; 10 ; 83.77 ; 83.65 ; 99.64
233 ; 20 ; 556.36 ; 82.08 ; 98.58
742 ; 29 ; 478.86 ; 61.28 ; 96.96
533 ; 136 ; 1018.49 ; 45.83 ; 94.78
608 ; 72 ; 430.85 ; 56.33 ; 97.82
698 ; 36 ; 308.36 ; 62.21 ; 97.73
930 ; 65 ; 1639.12 ; 42.51 ; 86.15
868 ; 168 ; 2463.60 ; 27.06 ; 73.31
443 ; 94 ; 389.28 ; 58.72 ; 98.61
464 ; 57 ; 200.74 ; 66.67 ; 98.99
272 ; 18 ; 1382.24 ; 76.64 ; 92.27
179 ; 12 ; 196.13 ; 86.96 ; 99.72
833 ; 91 ; 2199.07 ; 37.54 ; 78.43
756 ; 83 ; 1255.95 ; 44.76 ; 91.60
504 ; 146 ; 2540.30 ; 40.46 ; 73.79
127 ; 23 ; 1406.51 ; 80.65 ; 92.23
845 ; 69 ; 1207.70 ; 45.48 ; 91.52
558 ; 25 ; 512.99 ; 68.19 ; 97.76
761 ; 125 ; 4101.22 ; 31.31 ; 32.16
49 ; 14 ; 366.10 ; 91.37 ; 99.47
204 ; 56 ; 871.16 ; 73.84 ; 96.87
426 ; 110 ; 925.85 ; 53.99 ; 95.91
759 ; 164 ; 1104.85 ; 35.24 ; 92.90
151 ; 12 ; 619.30 ; 85.69 ; 98.42
758 ; 17 ; 676.09 ; 61.79 ; 95.98
768 ; 92 ; 1324.71 ; 42.37 ; 90.83
1247 ; 129 ; 2151.67 ; 24.16 ; 75.84
927 ; 38 ; 1932.67 ; 47.84 ; 82.10
850 ; 117 ; 4539.58 ; 29.58 ; 16.86
998 ; 89 ; 2336.02 ; 33.81 ; 74.83
448 ; 106 ; 1394.56 ; 51.30 ; 91.60
158 ; 22 ; 58.97 ; 86.87 ; 99.89
176 ; 11 ; 100.78 ; 87.70 ; 99.84
687 ; 22 ; 393.75 ; 64.71 ; 97.56
709 ; 74 ; 1750.68 ; 46.02 ; 86.08
663 ; 49 ; 998.14 ; 56.74 ; 94.40
618 ; 46 ; 592.97 ; 61.24 ; 97.13
585 ; 100 ; 2237.17 ; 43.77 ; 79.13
475 ; 39 ; 753.13 ; 67.50 ; 96.91
923 ; 73 ; 1212.25 ; 42.76 ; 90.94
1115 ; 75 ; 1307.84 ; 38.16 ; 88.47
176 ; 19 ; 385.86 ; 85.08 ; 99.30
722 ; 65 ; 1073.16 ; 50.64 ; 93.47
1117 ; 215 ; 2279.99 ; 20.46 ; 74.71
533 ; 47 ; 1518.56 ; 59.52 ; 89.90
290 ; 2 ; 106.66 ; 84.70 ; 99.63
780 ; 34 ; 396.37 ; 59.68 ; 97.01
1109 ; 94 ; 2101.52 ; 31.47 ; 77.97
195 ; 35 ; 270.87 ; 82.14 ; 99.56
487 ; 34 ; 1034.41 ; 66.55 ; 94.90
55 ; 7 ; 120.50 ; 92.95 ; 99.93
374 ; 21 ; 435.57 ; 76.89 ; 98.71
985 ; 91 ; 1501.33 ; 36.48 ; 87.41
986 ; 47 ; 554.87 ; 51.01 ; 95.01
453 ; 52 ; 555.97 ; 66.51 ; 97.99
564 ; 97 ; 2827.08 ; 43.73 ; 67.59
688 ; 84 ; 2602.78 ; 42.19 ; 71.74
856 ; 198 ; 2014.62 ; 27.09 ; 81.18
579 ; 9 ; 50.57 ; 72.23 ; 98.68
1010 ; 17 ; 872.03 ; 54.65 ; 93.06
290 ; 44 ; 557.06 ; 75.24 ; 98.46
353 ; 93 ; 2796.43 ; 53.22 ; 69.02
1205 ; 145 ; 1242.18 ; 26.64 ; 88.25
456 ; 59 ; 83.32 ; 67.16 ; 99.15
704 ; 114 ; 1583.44 ; 39.74 ; 88.25
749 ; 106 ; 1951.99 ; 38.09 ; 82.93
380 ; 75 ; 1033.85 ; 61.70 ; 95.25
537 ; 39 ; 938.72 ; 63.96 ; 95.44
90 ; 7 ; 386.12 ; 89.40 ; 99.39
116 ; 21 ; 616.00 ; 85.37 ; 98.47
711 ; 112 ; 1088.49 ; 42.08 ; 93.37
446 ; 10 ; 470.31 ; 75.29 ; 98.36
506 ; 134 ; 1704.09 ; 44.01 ; 87.62
151 ; 21 ; 1134.30 ; 81.56 ; 94.90
294 ; 54 ; 426.88 ; 73.41 ; 98.94
394 ; 13 ; 594.22 ; 76.44 ; 98.02
867 ; 50 ; 1705.66 ; 47.32 ; 85.73
521 ; 31 ; 266.29 ; 69.80 ; 98.66
684 ; 11 ; 595.50 ; 65.40 ; 96.80
312 ; 11 ; 75.94 ; 82.83 ; 99.60
561 ; 40 ; 212.61 ; 66.69 ; 98.59
640 ; 61 ; 3678.92 ; 47.20 ; 45.67
